book_no,charge_no,statute,description,level,degree
ASO18JBN007733,#1,914.23,OBSTRUCTING JUSTICE: INJ RETALIATE AGAINST INFORMANT VICTIM WITNESS,F,2nd
ASO18JBN007771,#1,810.02.3a,BURGL: OF DWELLING UNARMED NO ASSLT OR BATT,F,2nd
ASO18JBN007332,#1,784.048.5,AGGRAV STALKING: OF MINOR UNDER 16 YOA,F,3rd
ASO19JBN000032,#1,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO19JBN000032,#2,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO19JBN000032,#3,316.027.2a,HIT AND RUN: FAIL STOP REM CRSH INV INJ OTH THN SER BOD INJ,F,3rd
ASO19JBN000032,#4,316.1939,DUI-UNLAW BLD ALCH: REFUSE TO SUBMIT DUI TEST AFTER LIC SUSP,M,1st
ASO19JBN000032,#5,316.193.2b3,DUI-UNLAW BLD ALCH: DUI ALCOHOL OR DRUGS 4TH OR SUBSQ OFF,F,3rd
ASO18JBN007032,#1,812.155.3,FRAUD: FAIL REDELIV HIRED LEASED PROP 300 DOLS OR OVR,F,3rd
ASO19JBN000397,#1,741.31.4a,CONTEMPT OF COURT: VIOL INJUNCTION PROTECTION DOMESTIC VIOLENCE,M,1st
ASO19JBN000720,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000460,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN000460,#2,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO19JBN000460,#3,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO19JBN001421,#1,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001421,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN007457,#1,322.34.2b,MOVING TRAFFIC VIOL: DRIVE WHILE LIC SUSP 2ND OFF,M,1st
ASO19JBN001355,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007317,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000637,#1,322.34.10a,MOVING TRAFFIC VIOL: DRIVE WITH SUSPENDED REVOKED LICENSE,M,2nd
ASO19JBN000637,#2,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO19JBN000637,#3,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO18JBN004633,#1,782.071.1a,HOMICIDE NEGLIG-MANSL-VEH: KILLING OF HUMAN BEING OR UNBORN CHILD W VEH,F,2nd
ASO19JBN000669,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO18JBN002576,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO18JBN002576,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN002576,#3,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN006013,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000785,#1,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000785,#2,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN000785,#3,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN000785,#4,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000785,#5,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000784,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000327,#1,827.06,WITHHOLD SUPPORT: NON SUPPORT OF CHILDREN OR SPOUSE,M,1st
ASO19JBN000846,#1,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN007376,#1,812.13.2b,ROBBERY: WITH WEAPON,F,1st
ASO18JBN007376,#2,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO18JBN007376,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001610,#1,784.08.2a,AGGRAV BATTERY: ON PERSON 65 YEARS OF AGE OR OLDER,F,1st
ASO18JBN006581,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN006581,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN003917,#1,782.04.2,HOMICIDE-WILFUL KILL: MURDER DANGEROUS DEPRAVED WO PREMEDITATION,F,1st
ASO18JBN003917,#2,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO18JBN003917,#3,914.22.2e,OBSTRUCTING JUSTICE: TAMPERING IN FELONY LIFE CAPITAL PROCEEDING,F,L
ASO18JBN003917,#4,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN003917,#5,782.04.2,HOMICIDE-WILFUL KILL: MURDER DANGEROUS DEPRAVED WO PREMEDITATION,F,1st
ASO18JBN003917,#6,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN003917,#7,914.22.2e,OBSTRUCTING JUSTICE: TAMPERING IN FELONY LIFE CAPITAL PROCEEDING,F,L
ASO18JBN003917,#8,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO18JBN004895,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN004895,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN004895,#3,901.36.1,FRAUD-IMPERSON: FALSE ID GIVEN TO LEO,M,1st
ASO19JBN000724,#1,812.014.2b1,LARC: 20K DOLS LESS THAN 100K DOLS,F,2nd
ASO19JBN001682,#1,316.061,HIT AND RUN: LEAVE SCENE OF CRASH INVOLVE DAMAGE TO PROP,M,2nd
ASO19JBN001397,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,M,2nd
ASO19JBN000042,#1,810.02.4a,BURGL: UNOCCUPIED STRUCTURE UNARMED,F,3rd
ASO19JBN000042,#2,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO19JBN001494,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007090,#1,827.03.2c,CRUELTY TOWARD CHILD: ABUSE CHILD WITHOUT GREAT BODILY HARM,F,3rd
ASO18JBN007090,#2,827.03.2c,CRUELTY TOWARD CHILD: ABUSE CHILD WITHOUT GREAT BODILY HARM,F,3rd
ASO18JBN007090,#3,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO18JBN007090,#4,914.22.1,OBSTRUCTING JUSTICE: TAMPERING IN 3RD DEGREE FELONY PROCEEDING,F,2nd
ASO18JBN003278,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,2nd
ASO19JBN001006,#1,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO19JBN001006,#2,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001672,#1,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO19JBN001696,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,3rd
ASO19JBN001499,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO17JBN001107,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001462,#1,316.192.1a,MOVING TRAFFIC VIOL: RECKLESS DRIVING SUBSQ OFF,M,2nd
ASO19JBN001462,#2,316.1935.3,FLEE/ELUDE POLICE: FLEE ELUDE LEO AT HIGH SPEED,F,2nd
ASO19JBN001462,#3,322.34.2b,MOVING TRAFFIC VIOL: DRIVE WHILE LIC SUSP 2ND OFF,M,1st
ASO19JBN001462,#4,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001362,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001362,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001132,#1,784.041.1,BATTERY: COMMIT FELONY BATTERY,F,3rd
ASO19JBN001132,#2,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO18JBN008049,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN002156,#1,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO18JBN002156,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN002156,#3,812.014.2c5,LARC: GRAND THEFT OF FIREARM,F,3rd
ASO18JBN002156,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005638,#1,782.04.2,HOMICIDE: MURDER DANGEROUS DEPRAVED WO PREMEDITATION,F,1st
ASO18JBN005638,#2,790.19,WEAPON OFFENSE: MISSILE INTO DWELLING VEH BUILDING OR AIRCRAFT,F,2nd
ASO18JBN005638,#3,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001576,#1,784.045.1b,AGGRAV BATTERY: OFFENDR KNEW/SHOULD HAVE KNOWN VICT PREGNANT,F,2nd
ASO18JBN007375,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN007375,#2,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO18JBN007595,#1,784.041.1,BATTERY: COMMIT FELONY BATTERY,F,3rd
ASO19JBN000180,#1,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN007656,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO19JBN001298,#1,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO19JBN001298,#2,893.135.1f1,AMPHETAMINE-TRAFFIC: OR METHAMPHETAMINE 14 GRAMS OR OVER,F,1st
ASO19JBN001298,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000416,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000276,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN001286,#1,856.021,LOITERING: OR PROWLING,M,2nd
ASO19JBN000093,#1,794.011.2a,SEX ASSLT: BY 18 YOA OLDER SEX BATTERY VICT UNDER 12 YOA,F,C
ASO18JBN006196,#1,901.04.,OUT-OF-COUNTY WARRANT: ,N,N
ASO17JBN004618,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN004618,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN004618,#2,790.19,WEAPON OFFENSE: MISSILE INTO DWELLING VEH BUILDING OR AIRCRAFT,F,2nd
ASO18JBN005958,#1,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO18JBN005958,#2,827.03.2c,CRUELTY TOWARD CHILD: ABUSE CHILD WITHOUT GREAT BODILY HARM,F,3rd
ASO14JBN004455,#1,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO14JBN004455,#2,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO19JBN001423,#1,784.03.1a2,BATTERY: CAUSE BODILY HARM,M,1st
ASO19JBN001423,#2,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO19JBN000954,#1,901.04.,OUT-OF-COUNTY WARRANT: ,N,N
ASO19JBN001438,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN000482,#1,741.31.4a,CONTEMPT OF COURT: VIOL INJUNCTION PROTECTION DOMESTIC VIOLENCE,M,1st
ASO19JBN000482,#2,741.31.4b,CONTEMPT OF COURT: VIOL INJUNCT DOMEST VIOL POSS FIREARM/AMMO,M,1st
ASO19JBN000482,#3,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN000482,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN007442,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007442,#2,817.034.4a3,FRAUD-SWINDLE: OBTAIN PROPERTY UNDER 20K DOLS,F,3rd
ASO18JBN007442,#3,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN007862,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN007862,#2,823.10.1,PUBLIC ORDER CRIMES: KEEP PUB NUISANCE STRUCTURE FOR DRUG ACTIVITY,F,3rd
ASO18JBN007862,#3,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN007862,#4,893.13.6c,HEROIN-POSSESS: MORE THAN 10 GRAMS SCHEDULE I,F,1st
ASO18JBN007862,#5,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000763,#1,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO19JBN000763,#2,831.02,PASS COUNTERFEITED: INSTRUMENT,F,3rd
ASO19JBN000764,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO19JBN000128,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000128,#2,825.103.3C,CRIMES AGAINST PERSON: EXPLOITATION OF ELDERLY LESS THAN 10K DOL,F,3rd
ASO18JBN001581,#1,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO18JBN001581,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN001581,#3,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO19JBN001591,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO17JBN002841,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN002841,#2,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002841,#3,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002841,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN002841,#5,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO17JBN002841,#6,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO18JBN007713,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007713,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001606,#1,806.13.1b3,DAMAGE PROP-CRIM MISCH: 1000 DOLS OR MORE,F,3rd
ASO18JBN001900,#1,794.011.4b,SEX ASSLT: SEX BAT 18 YR OR OLDER BY PRSN 18 YR OR OLD,F,1st
ASO18JBN001900,#2,787.02.2,KIDNAP-FALSE IMPRISONMENT: ADULT OR CHILD UNDER 13 YEARS OF AGE,F,3rd
ASO18JBN001900,#3,787.01.2,KIDNAP: ,F,1st
ASO18JBN006995,#1,810.02.3a,BURGL: OF DWELLING UNARMED NO ASSLT OR BATT,F,2nd
ASO18JBN006995,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN006995,#3,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN000184,#1,893.13.6a,MARIJUANA-POSSESS: POSSESS MARIJUANA OVER 20 GRAMS,F,3rd
ASO19JBN000184,#2,893.135.1k1,DRUGS-TRAFFIC: PHENETHYLAMINES 10 GRAMS OR MORE,F,1st
ASO19JBN000597,#1,794.011.8b,SEX ASSLT: BY CUSTODIAN SEX BATT VICT 12 YOA UNDER 18 YOA,F,1st
ASO19JBN000597,#2,794.011.8b,SEX ASSLT: BY CUSTODIAN SEX BATT VICT 12 YOA UNDER 18 YOA,F,1st
ASO19JBN001382,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000825,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001316,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000996,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001467,#1,794.011.5b,SEX ASSLT: BY 18Y OLDR VIC 18Y OLDR NO PHY FORC VIOL,F,1st
ASO19JBN000359,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000423,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO18JBN007674,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO17JBN006422,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN006422,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN006936,#1,782.04.2,HOMICIDE-WILFUL KILL: MURDER DANGEROUS DEPRAVED WO PREMEDITATION,F,1st
ASO18JBN006936,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN006936,#3,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN007190,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO18JBN007190,#2,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO18JBN007190,#3,843.21.2,OBSTRUCT POLICE: REFUSE CRIME VICTIM MED CARE RESULT DEATH,F,2nd
ASO18JBN007190,#4,843.21.2,OBSTRUCT POLICE: REFUSE CRIME VICTIM MED CARE RESULT DEATH,F,2nd
ASO18JBN007190,#5,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN007190,#6,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO19JBN001419,#1,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN001578,#1,827.06,WITHHOLD SUPPORT: NON SUPPORT OF CHILDREN OR SPOUSE,M,1st
ASO19JBN001575,#1,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO18JBN000856,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN001748,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN001748,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN001748,#3,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001577,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006071,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN006071,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001505,#1,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO18JBN000637,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN000637,#2,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO18JBN001287,#1,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO18JBN001287,#2,827.03.2c,CRUELTY TOWARD CHILD: ABUSE CHILD WITHOUT GREAT BODILY HARM,F,3rd
ASO18JBN007755,#1,837.055.1,OBSTRUCT CRIMINAL INVEST: FALSE INFO TO LEO RE MISSING PERSON OR FELONY,M,1st
ASO18JBN007755,#2,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO18JBN007755,#3,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN007755,#4,893.13.6c,SYNTH NARCOTIC-POSSESS: OVER 10 GRAMS SCHEDULE I,F,1st
ASO18JBN007755,#5,893.13.7c,MARIJUANA-DISTRIB: SCHEDULE I OR II SUBSQ VIOL,F,3rd
ASO19JBN000635,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000635,#2,817.034.4a3,FRAUD-SWINDLE: OBTAIN PROPERTY UNDER 20K DOLS,F,3rd
ASO19JBN000635,#3,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO19JBN000635,#4,817.61,FRAUD-ILLEG USE CREDIT CARDS: USE MORE 2 TIME 6 MS OBT GDS MNEY 100 DOL MORE,F,3rd
ASO19JBN000309,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001257,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO18JBN007888,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN007888,#2,790.15.2,FIRING WEAPON: DISCHARGE FIREARM FROM VEHICLE,F,2nd
ASO18JBN007888,#3,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN007888,#4,806.13.1b3,DAMAGE PROP-CRIM MISCH: 1000 DOLS OR MORE,F,3rd
ASO18JBN007888,#5,316.061,HIT AND RUN: LEAVE SCENE OF CRASH INVOLVE DAMAGE TO PROP,M,2nd
ASO18JBN007888,#6,316.1935.3,FLEE/ELUDE POLICE: FLEE W DISREGARD OF SAFETY TO PERSONS OR PROP,F,2nd
ASO18JBN007888,#7,316.1935.4a,RESIST OFFICER: REFUSE STOP FLEE AFTER ORDER INJURY OR DEATH,F,2nd
ASO18JBN007888,#8,316.061,HIT AND RUN: LEAVE SCENE OF CRASH INVOLVE DAMAGE TO PROP,M,2nd
ASO18JBN007888,#9,316.192.1a,MOVING TRAFFIC VIOL: RECKLESS DRIVING 1ST OFF,M,2nd
ASO18JBN007888,#10,806.13.1b1,DAMAGE PROP-CRIM MISCH: 200 DOLS AND UNDER,M,2nd
ASO19JBN001005,#1,893.135.1b1,COCAINE-TRAFFIC: 28 GRAMS LESS THAN 150 KG COCAINE OR MIXTURE,F,1st
ASO18JBN005347,#1,812.13.2c,ROBBERY: NO FIREARM OR WEAPON,F,2nd
ASO19JBN001043,#1,322.34.2b,NONMOVING TRAFFIC VIOL: DRIVE WHILE LIC SUSP 2ND OFF,M,1st
ASO18JBN007366,#1,316.192.1a,MOVING TRAFFIC VIOL: RECKLESS DRIVING 1ST OFF,M,2nd
ASO18JBN007366,#2,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO18JBN007366,#3,316.1935.3,FLEE/ELUDE POLICE: FLEE W DISREGARD OF SAFETY TO PERSONS OR PROP,F,2nd
ASO18JBN007366,#4,316.1935.4a,RESIST OFFICER: REFUSE STOP FLEE AFTER ORDER INJURY OR DEATH,F,2nd
ASO18JBN007366,#5,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO18JBN007366,#6,322.03.1,MOVING TRAFFIC VIOL: OPERATE MOTOR VEHICLE WO VALID LICENSE,M,2nd
ASO18JBN007366,#7,316.027.2a,HIT AND RUN: FAIL STOP REM CRSH INV INJ OTH THN SER BOD INJ,F,3rd
ASO19JBN001361,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO17JBN008081,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN000878,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO19JBN000878,#2,914.22.1,OBSTRUCTING JUSTICE: TAMPERING IN MISDEMEANOR PROCEEDING,F,3rd
ASO18JBN007991,#1,741.29.6,CONDIT RELEASE VIOLATION: PRE TRIAL RELEASE COND VIOL FOR DOMEST VIOL,M,1st
ASO18JBN007991,#2,741.29.6,CONDIT RELEASE VIOLATION: PRE TRIAL RELEASE COND VIOL FOR DOMEST VIOL,M,1st
ASO18JBN007991,#3,741.29.6,CONDIT RELEASE VIOLATION: PRE TRIAL RELEASE COND VIOL FOR DOMEST VIOL,M,1st
ASO18JBN007991,#4,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
